circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
42 chr10:4830675|4908420	chr10	4830675	4908420	12	10_4_5	22	0.522	intergenic_region	n/a	+	E00500:175:HHYKLCCXY:5:1110:6329:47404,E00500:175:HHYKLCCXY:5:1119:17797:49302,E00500:175:HHYKLCCXY:5:1120:19958:24919,E00500:175:HHYKLCCXY:5:1222:15635:40143,E00500:175:HHYKLCCXY:5:2108:7121:72016,E00500:175:HHYKLCCXY:5:2112:25682:18801,E00500:175:HHYKLCCXY:5:2122:3163:22335,E00500:175:HHYKLCCXY:5:2122:3112:22493,E00500:175:HHYKLCCXY:5:2213:19563:25183,E00500:175:HHYKLCCXY:5:2214:8491:56950,E00500:175:HHYKLCCXY:5:2220:15473:66338,E00500:175:HHYKLCCXY:5:2210:2747:59657,
43 chr10:11165486|11249201	chr10	11165486	11249201	4	3_0_3	23	0.258	exon	ENSG00000048740.18,	+	E00500:175:HHYKLCCXY:5:1120:12824:37875,E00500:175:HHYKLCCXY:5:1211:16670:70029,E00500:175:HHYKLCCXY:5:2103:10409:8447,E00500:175:HHYKLCCXY:5:2124:19136:31898,
44 chr10:13191299|13192568	chr10	13191299	13192568	5	2_3_2	6	0.625	exon	ENSG00000065328.16,	+	E00500:175:HHYKLCCXY:5:1208:23196:49760,E00500:175:HHYKLCCXY:5:2110:18507:72192,E00500:175:HHYKLCCXY:5:2110:18720:72491,E00500:175:HHYKLCCXY:5:2214:28138:18450,E00500:175:HHYKLCCXY:5:2201:15940:9413,
45 chr10:21918779|21920963	chr10	21918779	21920963	2	2_2_0	22	0.154	exon	ENSG00000136770.10,	-	E00500:175:HHYKLCCXY:5:1120:25134:67849,E00500:175:HHYKLCCXY:5:1224:19258:20823,
46 chr10:31373018|31387266	chr10	31373018	31387266	82	39_37_0	109	0.601	exon	ENSG00000148516.21,	+	E00500:175:HHYKLCCXY:5:1102:26798:52801,E00500:175:HHYKLCCXY:5:1103:3569:11787,E00500:175:HHYKLCCXY:5:1103:18396:67252,E00500:175:HHYKLCCXY:5:1104:11292:5722,E00500:175:HHYKLCCXY:5:1104:11170:6003,E00500:175:HHYKLCCXY:5:1104:29670:30562,E00500:175:HHYKLCCXY:5:1105:23490:49918,E00500:175:HHYKLCCXY:5:1110:4868:23636,E00500:175:HHYKLCCXY:5:1113:24434:39669,E00500:175:HHYKLCCXY:5:1115:27671:22915,E00500:175:HHYKLCCXY:5:1115:13788:50937,E00500:175:HHYKLCCXY:5:1119:6827:14969,E00500:175:HHYKLCCXY:5:1121:13910:59657,E00500:175:HHYKLCCXY:5:1201:13636:10626,E00500:175:HHYKLCCXY:5:1201:3488:23390,E00500:175:HHYKLCCXY:5:1201:27143:28681,E00500:175:HHYKLCCXY:5:1201:9485:67814,E00500:175:HHYKLCCXY:5:1201:9059:68131,E00500:175:HHYKLCCXY:5:1203:23145:4526,E00500:175:HHYKLCCXY:5:1203:16051:16252,E00500:175:HHYKLCCXY:5:1204:18497:58637,E00500:175:HHYKLCCXY:5:1205:15747:4403,E00500:175:HHYKLCCXY:5:1205:19126:22950,E00500:175:HHYKLCCXY:5:1206:15483:60026,E00500:175:HHYKLCCXY:5:1206:15503:60167,E00500:175:HHYKLCCXY:5:1206:19684:64949,E00500:175:HHYKLCCXY:5:1207:7090:11980,E00500:175:HHYKLCCXY:5:1209:2311:9783,E00500:175:HHYKLCCXY:5:1209:2392:9818,E00500:175:HHYKLCCXY:5:1209:11840:34834,E00500:175:HHYKLCCXY:5:1209:11972:35977,E00500:175:HHYKLCCXY:5:1216:30320:31265,E00500:175:HHYKLCCXY:5:1218:8501:22827,E00500:175:HHYKLCCXY:5:1219:24302:44327,E00500:175:HHYKLCCXY:5:1221:9628:40143,E00500:175:HHYKLCCXY:5:1222:21389:44486,E00500:175:HHYKLCCXY:5:1222:21430:44486,E00500:175:HHYKLCCXY:5:1224:4442:49302,E00500:175:HHYKLCCXY:5:1224:21298:50234,E00500:175:HHYKLCCXY:5:2107:12347:21755,E00500:175:HHYKLCCXY:5:2107:12236:22159,E00500:175:HHYKLCCXY:5:2111:23865:39493,E00500:175:HHYKLCCXY:5:2112:7019:64597,E00500:175:HHYKLCCXY:5:2114:8511:40143,E00500:175:HHYKLCCXY:5:2114:28026:49302,E00500:175:HHYKLCCXY:5:2114:26880:49918,E00500:175:HHYKLCCXY:5:2115:26352:31388,E00500:175:HHYKLCCXY:5:2115:11292:33393,E00500:175:HHYKLCCXY:5:2116:19370:69924,E00500:175:HHYKLCCXY:5:2120:25855:64070,E00500:175:HHYKLCCXY:5:2120:26616:64615,E00500:175:HHYKLCCXY:5:2121:28950:28400,E00500:175:HHYKLCCXY:5:2123:31781:19733,E00500:175:HHYKLCCXY:5:2124:8339:4895,E00500:175:HHYKLCCXY:5:2124:29975:30105,E00500:175:HHYKLCCXY:5:2201:8897:38807,E00500:175:HHYKLCCXY:5:2201:8998:38807,E00500:175:HHYKLCCXY:5:2202:5487:29455,E00500:175:HHYKLCCXY:5:2202:29346:67199,E00500:175:HHYKLCCXY:5:2204:13646:9308,E00500:175:HHYKLCCXY:5:2204:11343:9536,E00500:175:HHYKLCCXY:5:2204:5223:61943,E00500:175:HHYKLCCXY:5:2205:11860:31494,E00500:175:HHYKLCCXY:5:2206:22191:23161,E00500:175:HHYKLCCXY:5:2206:22110:23513,E00500:175:HHYKLCCXY:5:2207:15666:12244,E00500:175:HHYKLCCXY:5:2208:32177:47597,E00500:175:HHYKLCCXY:5:2210:8897:54946,E00500:175:HHYKLCCXY:5:2210:8775:55895,E00500:175:HHYKLCCXY:5:2214:2412:24585,E00500:175:HHYKLCCXY:5:2214:16995:46753,E00500:175:HHYKLCCXY:5:2214:16559:47017,E00500:175:HHYKLCCXY:5:2216:3630:37348,E00500:175:HHYKLCCXY:5:2216:2402:62400,E00500:175:HHYKLCCXY:5:2218:3640:2663,E00500:175:HHYKLCCXY:5:2220:18812:23319,E00500:175:HHYKLCCXY:5:2221:5162:55403,E00500:175:HHYKLCCXY:5:2222:24840:45997,E00500:175:HHYKLCCXY:5:1219:10287:39739,E00500:175:HHYKLCCXY:5:1220:10470:71067,E00500:175:HHYKLCCXY:5:1222:20557:18362,E00500:175:HHYKLCCXY:5:2115:25692:9290,
47 chr10:34696318|34700204	chr10	34696318	34700204	5	1_4_1	15	0.400	intron	ENSG00000148498.15,	-	E00500:175:HHYKLCCXY:5:2115:15392:49320,E00500:175:HHYKLCCXY:5:1104:16863:7181,E00500:175:HHYKLCCXY:5:1107:12560:29261,E00500:175:HHYKLCCXY:5:2124:21927:50305,E00500:175:HHYKLCCXY:5:2204:30340:7568,
48 chr10:52054484|52161963	chr10	52054484	52161963	3	2_2_1	14	0.300	exon	ENSG00000185532.15,	+	E00500:175:HHYKLCCXY:5:2111:13910:58989,E00500:175:HHYKLCCXY:5:2223:28798:23425,E00500:175:HHYKLCCXY:5:2203:10531:47720,
49 chr10:63217207|63219983	chr10	63217207	63219983	3	2_1_1	2	0.750	exon	ENSG00000171988.18,	-	E00500:175:HHYKLCCXY:5:1112:7882:44327,E00500:175:HHYKLCCXY:5:2205:31862:25183,E00500:175:HHYKLCCXY:5:2205:5852:44257,
50 chr10:68913162|68914204	chr10	68913162	68914204	4	4_4_0	2	0.800	exon	ENSG00000107625.12,	+	E00500:175:HHYKLCCXY:5:1111:18568:31054,E00500:175:HHYKLCCXY:5:1116:24261:55192,E00500:175:HHYKLCCXY:5:1208:30827:68078,E00500:175:HHYKLCCXY:5:2102:20973:35748,
51 chr10:72834359|72860527	chr10	72834359	72860527	3	2_3_1	9	0.400	exon	ENSG00000156026.14,	+	E00500:175:HHYKLCCXY:5:1223:7517:20805,E00500:175:HHYKLCCXY:5:2117:6735:66179,E00500:175:HHYKLCCXY:5:2117:6756:66250,
52 chr10:78002197|78007866	chr10	78002197	78007866	7	5_5_0	3	0.824	exon	ENSG00000148606.12,	-	E00500:175:HHYKLCCXY:5:1111:30919:68447,E00500:175:HHYKLCCXY:5:1114:7060:38368,E00500:175:HHYKLCCXY:5:1124:16417:13967,E00500:175:HHYKLCCXY:5:1211:4087:64404,E00500:175:HHYKLCCXY:5:2103:11546:25148,E00500:175:HHYKLCCXY:5:2124:26179:11330,E00500:175:HHYKLCCXY:5:2218:10845:50199,
53 chr10:91980454|91984404	chr10	91980454	91984404	3	2_2_0	1	0.857	exon	ENSG00000095564.13,	+	E00500:175:HHYKLCCXY:5:2109:12337:59288,E00500:175:HHYKLCCXY:5:2202:10866:11980,E00500:175:HHYKLCCXY:5:2221:10399:33674,
54 chr10:94507267|94510179	chr10	94507267	94510179	3	2_1_1	19	0.240	exon	ENSG00000108239.8,	+	E00500:175:HHYKLCCXY:5:1222:27580:51201,E00500:175:HHYKLCCXY:5:2103:11251:34166,E00500:175:HHYKLCCXY:5:2105:22282:21561,
55 chr10:100178133|100179247	chr10	100178133	100179247	9	5_3_9	12	0.600	exon	ENSG00000107566.13,	-	E00500:175:HHYKLCCXY:5:1102:17259:4456,E00500:175:HHYKLCCXY:5:1103:5020:4561,E00500:175:HHYKLCCXY:5:1104:17452:57741,E00500:175:HHYKLCCXY:5:1116:30543:34184,E00500:175:HHYKLCCXY:5:1119:14996:23882,E00500:175:HHYKLCCXY:5:2116:31923:9712,E00500:175:HHYKLCCXY:5:2120:24901:55069,E00500:175:HHYKLCCXY:5:2207:14681:22106,E00500:175:HHYKLCCXY:5:2203:22638:33990,
56 chr10:102029638|102033339	chr10	102029638	102033339	7	2_1_3	30	0.318	exon	ENSG00000120029.12,	-	E00500:175:HHYKLCCXY:5:1201:2849:21930,E00500:175:HHYKLCCXY:5:2102:29406:42692,E00500:175:HHYKLCCXY:5:2103:14397:15109,E00500:175:HHYKLCCXY:5:2103:14113:15391,E00500:175:HHYKLCCXY:5:2105:17949:18028,E00500:175:HHYKLCCXY:5:2113:27702:61292,E00500:175:HHYKLCCXY:5:2211:10724:42499,
57 chr10:110780801|110784889	chr10	110780801	110784889	3	3_1_2	8	0.429	exon	ENSG00000203867.7,	+	E00500:175:HHYKLCCXY:5:1112:8471:11136,E00500:175:HHYKLCCXY:5:1112:23338:17096,E00500:175:HHYKLCCXY:5:2104:32167:14740,
58 chr10:119578726|119588248	chr10	119578726	119588248	13	7_4_5	35	0.426	exon	ENSG00000151923.17,	-	E00500:175:HHYKLCCXY:5:1110:4137:41216,E00500:175:HHYKLCCXY:5:1110:4249:41233,E00500:175:HHYKLCCXY:5:1113:23825:23741,E00500:175:HHYKLCCXY:5:1122:18771:11857,E00500:175:HHYKLCCXY:5:1208:28929:35256,E00500:175:HHYKLCCXY:5:1219:2087:53029,E00500:175:HHYKLCCXY:5:1223:2615:30316,E00500:175:HHYKLCCXY:5:2108:3995:28031,E00500:175:HHYKLCCXY:5:2110:32228:50814,E00500:175:HHYKLCCXY:5:2210:20923:63050,E00500:175:HHYKLCCXY:5:2220:17300:27486,E00500:175:HHYKLCCXY:5:1115:24332:29156,E00500:175:HHYKLCCXY:5:2110:19421:36223,
59 chr10:125880543|125881071	chr10	125880543	125881071	2	2_2_0	5	0.444	exon	ENSG00000089876.11,	-	E00500:175:HHYKLCCXY:5:2115:31598:69027,E00500:175:HHYKLCCXY:5:2122:14813:72403,
60 chr10:132607915|132650505	chr10	132607915	132650505	8	1_3_4	8	0.667	exon	ENSG00000068383.18,	+	E00500:175:HHYKLCCXY:5:1103:22039:47228,E00500:175:HHYKLCCXY:5:1108:21268:46806,E00500:175:HHYKLCCXY:5:1110:24637:26308,E00500:175:HHYKLCCXY:5:1113:30645:63788,E00500:175:HHYKLCCXY:5:1222:10145:44802,E00500:175:HHYKLCCXY:5:2123:19258:8025,E00500:175:HHYKLCCXY:5:2124:15747:9466,E00500:175:HHYKLCCXY:5:2203:11556:70135,
61 chr11:4101993|4106223	chr11	4101993	4106223	9	3_3_3	15	0.545	exon	ENSG00000167325.14,	+	E00500:175:HHYKLCCXY:5:1115:6258:34799,E00500:175:HHYKLCCXY:5:1124:29711:16955,E00500:175:HHYKLCCXY:5:1204:18406:67797,E00500:175:HHYKLCCXY:5:2116:29102:41954,E00500:175:HHYKLCCXY:5:1224:9445:59622,E00500:175:HHYKLCCXY:5:2102:18081:56018,E00500:175:HHYKLCCXY:5:2102:18284:56827,E00500:175:HHYKLCCXY:5:2120:13027:10978,E00500:175:HHYKLCCXY:5:2215:15706:52572,
62 chr11:10803211|10804050	chr11	10803211	10804050	2	0_1_2	32	0.111	exon	ENSG00000110321.16,	-	E00500:175:HHYKLCCXY:5:2117:18000:52326,E00500:175:HHYKLCCXY:5:2210:27519:71699,
63 chr11:16318446|16476388	chr11	16318446	16476388	3	1_1_1	15	0.286	exon	ENSG00000110693.17,	-	E00500:175:HHYKLCCXY:5:1112:17827:11523,E00500:175:HHYKLCCXY:5:2103:25601:31986,E00500:175:HHYKLCCXY:5:2219:2422:64298,
64 chr11:19350373|19351027	chr11	19350373	19351027	4	3_3_0	6	0.571	intergenic_region	n/a	+	E00500:175:HHYKLCCXY:5:1207:10135:35045,E00500:175:HHYKLCCXY:5:1219:3528:36434,E00500:175:HHYKLCCXY:5:1219:3214:36451,E00500:175:HHYKLCCXY:5:2120:23328:41725,
65 chr11:32587012|32589135	chr11	32587012	32589135	11	8_8_2	25	0.468	exon	ENSG00000149100.12,	+	E00500:175:HHYKLCCXY:5:1107:5741:49971,E00500:175:HHYKLCCXY:5:1108:2534:55174,E00500:175:HHYKLCCXY:5:1108:2240:56352,E00500:175:HHYKLCCXY:5:1111:25367:7040,E00500:175:HHYKLCCXY:5:1215:22079:50814,E00500:175:HHYKLCCXY:5:2122:19522:39774,E00500:175:HHYKLCCXY:5:2204:16549:59130,E00500:175:HHYKLCCXY:5:2206:22150:5616,E00500:175:HHYKLCCXY:5:2214:13250:13931,E00500:175:HHYKLCCXY:5:1116:23642:64105,E00500:175:HHYKLCCXY:5:1204:6461:13386,
66 chr11:35724274|35735445	chr11	35724274	35735445	8	3_0_5	4	0.800	exon	ENSG00000166326.6,	+	E00500:175:HHYKLCCXY:5:2117:3031:18520,E00500:175:HHYKLCCXY:5:2120:9628:16129,E00500:175:HHYKLCCXY:5:2201:7770:67867,E00500:175:HHYKLCCXY:5:2212:18111:69924,E00500:175:HHYKLCCXY:5:2212:18294:69994,E00500:175:HHYKLCCXY:5:2121:20415:35344,E00500:175:HHYKLCCXY:5:2223:23145:40530,E00500:175:HHYKLCCXY:5:2223:22414:41409,
67 chr11:46312325|46312919	chr11	46312325	46312919	3	3_1_2	0	1	exon	ENSG00000157613.10,	+	E00500:175:HHYKLCCXY:5:1202:26991:36399,E00500:175:HHYKLCCXY:5:1206:4614:29595,E00500:175:HHYKLCCXY:5:2106:25560:42534,
68 chr11:47791930|47792946	chr11	47791930	47792946	2	1_2_1	5	0.444	exon	ENSG00000030066.13,	-	E00500:175:HHYKLCCXY:5:1119:28321:5089,E00500:175:HHYKLCCXY:5:2212:22059:61573,
69 chr11:62827155|62827631	chr11	62827155	62827631	5	0_1_2	9	0.526	exon	ENSG00000162236.11,	-	E00500:175:HHYKLCCXY:5:1122:27387:43765,E00500:175:HHYKLCCXY:5:1122:27976:43870,E00500:175:HHYKLCCXY:5:2121:22211:10609,E00500:175:HHYKLCCXY:5:1122:14397:62857,E00500:175:HHYKLCCXY:5:2119:19390:20419,
70 chr11:66599116|66600549	chr11	66599116	66600549	3	3_0_2	17	0.261	exon	ENSG00000173992.8,	+	E00500:175:HHYKLCCXY:5:1105:19613:29877,E00500:175:HHYKLCCXY:5:2209:20821:25991,E00500:175:HHYKLCCXY:5:1119:8298:44169,
71 chr11:68583043|68596218	chr11	68583043	68596218	5	1_3_4	53	0.159	exon	ENSG00000110075.14,	+	E00500:175:HHYKLCCXY:5:1109:24545:68236,E00500:175:HHYKLCCXY:5:1220:28087:51553,E00500:175:HHYKLCCXY:5:2203:21054:53399,E00500:175:HHYKLCCXY:5:1124:10084:19909,E00500:175:HHYKLCCXY:5:2103:7060:20260,
72 chr11:73909399|73919032	chr11	73909399	73919032	5	3_1_2	3	0.769	exon	ENSG00000175575.12,	+	E00500:175:HHYKLCCXY:5:1117:32187:14600,E00500:175:HHYKLCCXY:5:1120:30340:67515,E00500:175:HHYKLCCXY:5:1215:3660:6495,E00500:175:HHYKLCCXY:5:2124:15848:30808,E00500:175:HHYKLCCXY:5:2221:12571:7620,
73 chr11:77683710|77693611	chr11	77683710	77693611	76	34_31_14	7	0.956	exon	ENSG00000048649.13,	-	E00500:175:HHYKLCCXY:5:1102:29853:36434,E00500:175:HHYKLCCXY:5:1105:27265:3507,E00500:175:HHYKLCCXY:5:1107:10673:53733,E00500:175:HHYKLCCXY:5:1109:29366:32637,E00500:175:HHYKLCCXY:5:1110:30655:28822,E00500:175:HHYKLCCXY:5:1111:5467:16164,E00500:175:HHYKLCCXY:5:1111:6421:68728,E00500:175:HHYKLCCXY:5:1113:15838:2487,E00500:175:HHYKLCCXY:5:1113:15808:2540,E00500:175:HHYKLCCXY:5:1113:1925:57319,E00500:175:HHYKLCCXY:5:1114:4564:48107,E00500:175:HHYKLCCXY:5:1114:4391:48195,E00500:175:HHYKLCCXY:5:1115:6542:37401,E00500:175:HHYKLCCXY:5:1118:6258:30474,E00500:175:HHYKLCCXY:5:1119:19776:22036,E00500:175:HHYKLCCXY:5:1119:27448:45663,E00500:175:HHYKLCCXY:5:1120:23520:23811,E00500:175:HHYKLCCXY:5:1121:5122:2874,E00500:175:HHYKLCCXY:5:1121:5132:2926,E00500:175:HHYKLCCXY:5:1121:22577:30896,E00500:175:HHYKLCCXY:5:1121:28737:72614,E00500:175:HHYKLCCXY:5:1123:30502:23952,E00500:175:HHYKLCCXY:5:1124:2473:53627,E00500:175:HHYKLCCXY:5:1203:18517:16059,E00500:175:HHYKLCCXY:5:1204:27143:33639,E00500:175:HHYKLCCXY:5:1204:5315:72789,E00500:175:HHYKLCCXY:5:1205:8765:38192,E00500:175:HHYKLCCXY:5:1205:26677:60606,E00500:175:HHYKLCCXY:5:1206:29427:48213,E00500:175:HHYKLCCXY:5:1206:29528:49092,E00500:175:HHYKLCCXY:5:1207:7943:21825,E00500:175:HHYKLCCXY:5:1207:25449:33340,E00500:175:HHYKLCCXY:5:1210:29691:28031,E00500:175:HHYKLCCXY:5:1215:10480:64861,E00500:175:HHYKLCCXY:5:1217:15950:53416,E00500:175:HHYKLCCXY:5:1217:15311:53926,E00500:175:HHYKLCCXY:5:1218:9242:3858,E00500:175:HHYKLCCXY:5:1221:26930:58022,E00500:175:HHYKLCCXY:5:2102:17868:43026,E00500:175:HHYKLCCXY:5:2103:14905:6038,E00500:175:HHYKLCCXY:5:2112:21085:70398,E00500:175:HHYKLCCXY:5:2113:10876:45857,E00500:175:HHYKLCCXY:5:2201:12276:30808,E00500:175:HHYKLCCXY:5:2202:27600:48423,E00500:175:HHYKLCCXY:5:2203:6867:25235,E00500:175:HHYKLCCXY:5:2204:7273:21649,E00500:175:HHYKLCCXY:5:2206:13890:9062,E00500:175:HHYKLCCXY:5:2208:25692:14846,E00500:175:HHYKLCCXY:5:2208:21085:26097,E00500:175:HHYKLCCXY:5:2208:26118:35414,E00500:175:HHYKLCCXY:5:2209:18071:2979,E00500:175:HHYKLCCXY:5:2209:32106:50779,E00500:175:HHYKLCCXY:5:2211:30401:5141,E00500:175:HHYKLCCXY:5:2211:13900:18326,E00500:175:HHYKLCCXY:5:2213:19776:9800,E00500:175:HHYKLCCXY:5:2213:6025:57882,E00500:175:HHYKLCCXY:5:2214:31284:51254,E00500:175:HHYKLCCXY:5:2216:20050:59358,E00500:175:HHYKLCCXY:5:2217:19339:3383,E00500:175:HHYKLCCXY:5:2217:31040:45804,E00500:175:HHYKLCCXY:5:2219:7578:27486,E00500:175:HHYKLCCXY:5:2220:21958:33199,E00500:175:HHYKLCCXY:5:2221:4290:41128,E00500:175:HHYKLCCXY:5:2221:19055:63191,E00500:175:HHYKLCCXY:5:2223:28452:7497,E00500:175:HHYKLCCXY:5:2224:18446:49443,E00500:175:HHYKLCCXY:5:2224:4198:63437,E00500:175:HHYKLCCXY:5:1121:5010:35520,E00500:175:HHYKLCCXY:5:1205:13585:69256,E00500:175:HHYKLCCXY:5:1209:12347:65810,E00500:175:HHYKLCCXY:5:1215:7598:24919,E00500:175:HHYKLCCXY:5:1215:8460:26589,E00500:175:HHYKLCCXY:5:1215:8714:26677,E00500:175:HHYKLCCXY:5:1219:18020:24374,E00500:175:HHYKLCCXY:5:2206:10876:33445,E00500:175:HHYKLCCXY:5:2208:14438:52977,
74 chr11:86026292|86031611	chr11	86026292	86031611	2	0_1_2	12	0.250	exon	ENSG00000073921.17,	-	E00500:175:HHYKLCCXY:5:1105:32552:70856,E00500:175:HHYKLCCXY:5:1223:28209:57706,
75 chr11:103222030|103223086	chr11	103222030	103223086	4	1_1_2	2	0.800	exon	ENSG00000187240.13,	+	E00500:175:HHYKLCCXY:5:1104:28148:33586,E00500:175:HHYKLCCXY:5:1117:27225:65177,E00500:175:HHYKLCCXY:5:1117:28696:65195,E00500:175:HHYKLCCXY:5:1118:19573:48300,
76 chr11:108688936|108693600	chr11	108688936	108693600	4	3_3_1	0	1	exon	ENSG00000178105.9,	+	E00500:175:HHYKLCCXY:5:1202:13464:11418,E00500:175:HHYKLCCXY:5:1218:12063:15918,E00500:175:HHYKLCCXY:5:2215:20334:43466,E00500:175:HHYKLCCXY:5:1104:7557:65423,
77 chr11:118507529|118512025	chr11	118507529	118512025	6	2_0_4	0	1	exon	ENSG00000118058.20,	+	E00500:175:HHYKLCCXY:5:1107:11698:31740,E00500:175:HHYKLCCXY:5:1208:8937:58567,E00500:175:HHYKLCCXY:5:1208:8998:58637,E00500:175:HHYKLCCXY:5:1208:9485:58848,E00500:175:HHYKLCCXY:5:1103:12834:51465,E00500:175:HHYKLCCXY:5:2216:27570:56669,
